29,2446,40002230401,40002,20230402,1,16810,2024-02-02 15:45:07.797,2024-02-02 15:45:08.563,99,ADGARCIA9J7,3
30,2446,40002230410,40002,20230410,2,103585,2024-02-02 15:45:07.797,2024-02-02 15:45:12.013,99,ADGARCIA9J7,6
31,2446,40002230531,40002,20230531,14,195250,2024-02-02 15:45:07.800,2024-02-02 15:45:13.070,99,ADGARCIA9J7,7
32,2446,40012230405,40012,20230405,37,2682759,2024-02-02 15:45:07.803,2024-02-02 15:45:13.103,99,ADGARCIA9J7,4
33,2446,40025230607,40025,20230607,1,4812,2024-02-02 15:45:07.820,2024-02-02 15:45:14.210,2,ADGARCIA9J7,0
34,2446,40058230518,40058,20230518,4,93508,2024-02-02 15:45:07.820,NULL,1,NULL,0
35,2446,40062230420,40062,20230420,1,11289,2024-02-02 15:45:07.823,NULL,1,NULL,0
36,2446,40062230517,40062,20230517,1,15760,2024-02-02 15:45:07.827,NULL,1,NULL,0
37,2446,40072230408,40072,20230408,2,60220,2024-02-02 15:45:07.830,NULL,1,NULL,0
38,2446,40072230410,40072,20230410,1,29166,2024-02-02 15:45:07.833,NULL,1,NULL,0
39,2446,40072230411,40072,20230411,1,29167,2024-02-02 15:45:07.837,NULL,1,NULL,0
40,2446,40152230502,40152,20230502,1,17920,2024-02-02 15:45:07.840,NULL,1,NULL,0
41,2448,40025230607,40025,20230607,1,4812,2024-02-02 15:48:11.587,2024-02-02 15:48:12.247,2,ADGARCIA9J7,0
42,2448,40058230518,40058,20230518,4,93508,2024-02-02 15:48:11.590,NULL,1,NULL,0
43,2448,40062230420,40062,20230420,1,11289,2024-02-02 15:48:11.590,NULL,1,NULL,0
44,2448,40062230517,40062,20230517,1,15760,2024-02-02 15:48:11.593,NULL,1,NULL,0
45,2448,40072230408,40072,20230408,2,60220,2024-02-02 15:48:11.593,NULL,1,NULL,0
46,2448,40072230410,40072,20230410,1,29166,2024-02-02 15:48:11.597,NULL,1,NULL,0
47,2448,40072230411,40072,20230411,1,29167,2024-02-02 15:48:11.597,NULL,1,NULL,0
48,2448,40152230502,40152,20230502,1,17920,2024-02-02 15:48:11.597,NULL,1,NULL,0
49,2449,40025230607,40025,20230607,1,4812,2024-02-02 17:11:57.187,2024-02-02 17:14:40.827,2,ADGARCIA9J7,0
50,2449,40058230518,40058,20230518,4,93508,2024-02-02 17:11:57.200,NULL,1,NULL,0
51,2449,40062230420,40062,20230420,1,11289,2024-02-02 17:11:57.213,NULL,1,NULL,0
52,2449,40062230517,40062,20230517,1,15760,2024-02-02 17:11:57.220,NULL,1,NULL,0
53,2449,40072230408,40072,20230408,2,60220,2024-02-02 17:11:57.230,NULL,1,NULL,0
54,2449,40072230410,40072,20230410,1,29166,2024-02-02 17:11:57.243,NULL,1,NULL,0
55,2449,40072230411,40072,20230411,1,29167,2024-02-02 17:11:57.250,NULL,1,NULL,0
56,2449,40152230502,40152,20230502,1,17920,2024-02-02 17:11:57.260,NULL,1,NULL,0
57,2450,40025230607,40025,20230607,1,4812,2024-02-06 11:45:03.197,2024-02-06 11:45:03.770,3,ADGARCIA9J7,0
58,2450,40058230518,40058,20230518,4,93508,2024-02-06 11:45:03.210,2024-02-06 11:47:38.913,99,ADGARCIA9J7,3
59,2450,40062230420,40062,20230420,1,11289,2024-02-06 11:45:03.227,2024-02-06 11:57:26.207,3,ADGARCIA9J7,0
60,2450,40062230517,40062,20230517,1,15760,2024-02-06 11:45:03.243,2024-02-06 12:01:59.287,3,ADGARCIA9J7,0
61,2450,40072230408,40072,20230408,2,60220,2024-02-06 11:45:03.253,2024-02-06 12:14:58.793,2,ADGARCIA9J7,0
62,2450,40072230410,40072,20230410,1,29166,2024-02-06 11:45:03.260,2024-02-06 12:15:01.237,3,ADGARCIA9J7,0
63,2450,40072230411,40072,20230411,1,29167,2024-02-06 11:45:03.267,2024-02-06 12:15:06.930,2,ADGARCIA9J7,0
64,2450,40152230502,40152,20230502,1,17920,2024-02-06 11:45:03.277,2024-02-06 12:15:11.633,99,ADGARCIA9J7,7
65,2451,40072230408,40072,20230408,2,60220,2024-02-06 12:22:13.487,2024-02-06 12:22:23.853,2,ADGARCIA9J7,0
66,2451,40072230411,40072,20230411,1,29167,2024-02-06 12:22:13.497,NULL,1,NULL,0
67,2452,40072230408,40072,20230408,2,60220,2024-02-06 14:22:37.300,2024-02-06 14:22:39.180,99,ADGARCIA9J7,8
68,2452,40072230411,40072,20230411,1,29167,2024-02-06 14:22:37.313,2024-02-06 14:32:33.157,2,ADGARCIA9J7,0
69,2453,40072230411,40072,20230411,1,29167,2024-02-06 15:12:53.317,2024-02-06 15:12:54.483,2,ADGARCIA9J7,0
70,2454,40072230411,40072,20230411,1,29167,2024-02-06 15:18:54.113,2024-02-06 15:18:54.990,2,ADGARCIA9J7,0
71,2455,40072230411,40072,20230411,1,29167,2024-02-06 16:25:49.090,2024-02-06 16:25:49.677,3,ADGARCIA9J7,0
72,2456,37019230413,17019,20230413,1,1591,2024-02-06 16:31:10.667,2024-02-06 16:31:11.760,99,ADGARCIA9J7,4
73,2456,40002230401,40002,20230402,1,16810,2024-02-06 16:31:10.680,2024-02-06 16:31:49.237,99,ADGARCIA9J7,3
74,2456,40002230410,40002,20230410,2,103585,2024-02-06 16:31:10.683,2024-02-06 16:31:50.677,99,ADGARCIA9J7,6
75,2456,40002230531,40002,20230531,14,195250,2024-02-06 16:31:10.690,2024-02-06 16:31:52.163,99,ADGARCIA9J7,7
76,2456,40012230405,40012,20230405,37,2682759,2024-02-06 16:31:10.700,2024-02-06 16:31:56.930,99,ADGARCIA9J7,4
77,2456,40025230607,40025,20230607,1,4812,2024-02-06 16:31:10.710,2024-02-06 16:31:56.953,3,ADGARCIA9J7,0
78,2456,40058230518,40058,20230518,4,93508,2024-02-06 16:31:10.710,2024-02-06 16:32:07.290,99,ADGARCIA9J7,3
79,2456,40062230420,40062,20230420,1,11289,2024-02-06 16:31:10.710,2024-02-06 16:32:07.333,3,ADGARCIA9J7,0
80,2456,40062230517,40062,20230517,1,15760,2024-02-06 16:31:10.710,2024-02-06 16:32:11.030,3,ADGARCIA9J7,0
81,2456,40072230408,40072,20230408,2,60220,2024-02-06 16:31:10.717,2024-02-06 16:32:18.417,99,ADGARCIA9J7,8
82,2456,40072230410,40072,20230410,1,29166,2024-02-06 16:31:10.717,2024-02-06 16:32:19.610,3,ADGARCIA9J7,0
83,2456,40072230411,40072,20230411,1,29167,2024-02-06 16:31:10.720,2024-02-06 16:32:23.023,3,ADGARCIA9J7,0
84,2456,40152230502,40152,20230502,1,17920,2024-02-06 16:31:10.720,2024-02-06 16:32:25.757,99,ADGARCIA9J7,7
