36,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",0,99,0,NULL,99,NULL
37,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,30,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
38,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
39,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
40,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,30,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
41,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
42,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
43,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,30,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
44,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
45,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
46,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,30,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
47,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
48,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
49,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,30,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
50,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
51,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
52,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,21,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
53,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
54,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
55,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,22,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
56,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
57,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
58,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,23,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
59,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
60,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
61,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,27,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
62,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
63,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
64,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,28,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
65,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
66,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
67,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,30,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
68,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
69,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
70,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,29,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
71,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
72,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
73,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,30,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
74,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
75,1,2,04230BAE174438216270,20230401,07:49,16810,3397,1,"4  ",1,99,0,NULL,99,NULL
76,1,2,04230000984438823249,20230607,15:00,4812,712300000010,1,"4  ",1,5,31,44651700000011_00,0,D5B62FB0-9A85-40E0-BEE6-00085D44FD5B
77,1,2,04230BXM044438520222,20230410,11:39,29166,368512410023,3,"54 ",1,4,0,NULL,0,NULL
